name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,offensive_index,defensive_index,speed_percentile,physical_special_bias,type_defense_normal,type_defense_fire,type_defense_water,type_defense_grass,type_defense_electric,type_defense_ice,type_defense_fighting,type_defense_poison,type_defense_ground,type_defense_flying,type_defense_psychic,type_defense_bug,type_defense_rock,type_defense_ghost,type_defense_dragon,type_defense_dark,type_defense_steel,type_defense_fairy,cluster,archetype
basculegion-female,water,ghost,120,92,65,100,75,78,192,200.0,0.4554455445544554,-0.0416666666666666,0.0,2.0,0.5,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,2,Generalist
darmanitan-standard,fire,,105,140,55,30,55,95,170,162.5,0.6757425742574258,0.6470588235294118,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,6,Fast Attacker
darmanitan-zen,fire,psychic,105,30,105,140,105,55,170,262.5,0.2153465346534653,-0.6470588235294118,1.0,0.5,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0,Fast Attacker
darmanitan-galar-standard,ice,,105,140,55,30,55,95,170,162.5,0.6757425742574258,0.6470588235294118,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,11,Balanced All-Rounder
darmanitan-galar-zen,ice,fire,105,160,55,30,55,135,190,162.5,0.9735973597359736,0.6842105263157895,1.0,0.25,0.25,0.25,1.0,0.25,1.0,1.0,2.0,2.0,1.0,0.5,0.5,1.0,2.0,1.0,1.0,1.0,11,Balanced All-Rounder
deoxys-normal,psychic,,50,150,50,150,50,150,300,125.0,0.9917491749174916,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0,Fast Attacker
deoxys-attack,psychic,,50,180,20,180,20,150,360,65.0,0.9917491749174916,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0,Fast Attacker
deoxys-defense,psychic,,50,70,160,70,160,90,140,345.0,0.6056105610561056,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0,Fast Attacker
deoxys-speed,psychic,,50,95,90,95,90,180,190,205.0,0.9983498349834984,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0,Fast Attacker
dudunsparce-three-segment,normal,,125,100,80,85,75,55,185,217.5,0.2153465346534653,0.081081081081081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,1.0,7,Generalist
eiscue-noice,ice,,75,80,70,65,50,130,145,157.5,0.9628712871287128,0.1034482758620689,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,11,Balanced All-Rounder
enamorus-incarnate,fairy,flying,74,115,70,135,80,106,250,187.0,0.8217821782178217,-0.08,1.0,0.5,1.0,2.0,0.5,1.0,4.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,0.25,1.0,10,Defensive Tank
enamorus-therian,fairy,flying,74,115,110,135,100,46,250,247.0,0.1493399339933993,-0.08,1.0,0.5,1.0,2.0,0.5,1.0,4.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,0.25,1.0,10,Defensive Tank
giratina-altered,ghost,dragon,150,100,120,100,120,90,200,315.0,0.6056105610561056,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,0.5,0.25,0.0,11,Balanced All-Rounder
giratina-origin,ghost,dragon,150,120,100,120,100,90,240,275.0,0.6056105610561056,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,0.5,0.25,0.0,11,Balanced All-Rounder
gourgeist-average,ghost,grass,65,90,122,58,75,84,148,229.5,0.5247524752475248,0.2162162162162162,0.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.25,2.0,2.0,1.0,0.25,0.25,0.5,3,Balanced All-Rounder
gourgeist-small,ghost,grass,55,85,122,58,75,99,143,224.5,0.7277227722772277,0.1888111888111888,0.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.25,2.0,2.0,1.0,0.25,0.25,0.5,3,Balanced All-Rounder
gourgeist-large,ghost,grass,75,95,122,58,75,69,153,234.5,0.3481848184818482,0.2418300653594771,0.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.25,2.0,2.0,1.0,0.25,0.25,0.5,3,Balanced All-Rounder
gourgeist-super,ghost,grass,85,100,122,58,75,54,158,239.5,0.2013201320132013,0.2658227848101265,0.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.25,2.0,2.0,1.0,0.25,0.25,0.5,3,Balanced All-Rounder
indeedee-male,psychic,normal,60,65,55,105,95,95,170,180.0,0.6757425742574258,-0.2352941176470588,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.25,1.0,0,Fast Attacker
indeedee-female,psychic,normal,70,55,65,95,105,85,150,205.0,0.5486798679867987,-0.2666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.25,1.0,0,Fast Attacker
keldeo-ordinary,water,fighting,91,72,90,129,90,108,201,225.5,0.8341584158415841,-0.2835820895522388,2.0,2.0,0.5,0.5,1.0,4.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,0.0,1.0,2.0,4.0,0.5,8,Fast Attacker
keldeo-resolute,water,fighting,91,72,90,129,90,108,201,225.5,0.8341584158415841,-0.2835820895522388,2.0,2.0,0.5,0.5,1.0,4.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,0.0,1.0,2.0,4.0,0.5,8,Fast Attacker
landorus-incarnate,ground,flying,89,125,90,115,80,101,240,214.5,0.7813531353135313,0.0416666666666666,1.0,2.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,Fast Attacker
landorus-therian,ground,flying,89,145,90,105,80,91,250,214.5,0.6320132013201321,0.16,1.0,2.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,Fast Attacker
lycanroc-midday,rock,,75,115,65,55,65,112,170,167.5,0.8811881188118812,0.3529411764705882,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4,Defensive Tank
lycanroc-midnight,rock,,85,115,75,55,75,82,170,192.5,0.5165016501650165,0.3529411764705882,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4,Defensive Tank
lycanroc-dusk,rock,,75,117,65,55,65,110,172,167.5,0.8597359735973598,0.3604651162790697,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4,Defensive Tank
maushold-family-of-three,normal,,74,75,70,65,75,111,140,182.0,0.8754125412541254,0.0714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,1.0,7,Generalist
meloetta-aria,normal,psychic,100,77,77,128,128,90,205,255.0,0.6056105610561056,-0.248780487804878,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.25,1.0,0,Fast Attacker
meloetta-pirouette,normal,fighting,100,128,90,77,77,128,205,217.0,0.9554455445544554,0.248780487804878,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,1.0,2.0,1.0,0.5,1,Physical Attacker
meowstic-male,psychic,,74,48,76,83,81,104,131,194.0,0.7978547854785478,-0.2671755725190839,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0,Fast Attacker
meowstic-female,psychic,,74,48,76,83,81,104,131,194.0,0.7978547854785478,-0.2671755725190839,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0,Fast Attacker
meowstic-mega,psychic,,74,48,76,143,101,124,191,214.0,0.9389438943894388,-0.4973821989528796,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0,Fast Attacker
mimikyu-busted,ghost,fairy,55,90,80,50,105,96,140,212.5,0.6988448844884488,0.2857142857142857,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,2.0,0.25,1.0,2.0,1.0,1.0,0.25,1.0,10,Defensive Tank
minior-red-meteor,rock,flying,60,60,100,60,100,60,120,230.0,0.2599009900990099,0.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.25,1.0,4,Defensive Tank
morpeko-hangry,electric,dark,58,95,58,70,58,97,165,145.0,0.7095709570957096,0.1515151515151515,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,5,Speed Sweeper
oinkologne-male,normal,,110,100,75,59,80,65,159,210.0,0.3085808580858086,0.2578616352201258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,1.0,7,Generalist
oinkologne-female,normal,,115,90,70,59,90,65,149,217.5,0.3085808580858086,0.2080536912751678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,1.0,7,Generalist
oricorio-baile,fire,flying,75,70,70,98,70,93,168,177.5,0.6485148514851485,-0.1666666666666666,1.0,0.5,0.5,1.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,10,Defensive Tank
oricorio-pom-pom,electric,flying,75,70,70,98,70,93,168,177.5,0.6485148514851485,-0.1666666666666666,1.0,0.5,2.0,1.0,0.5,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,5,Speed Sweeper
oricorio-pau,psychic,flying,75,70,70,98,70,93,168,177.5,0.6485148514851485,-0.1666666666666666,1.0,1.0,1.0,2.0,0.5,1.0,4.0,2.0,1.0,1.0,0.5,2.0,0.5,1.0,1.0,0.0,0.25,1.0,0,Fast Attacker
oricorio-sensu,ghost,flying,75,70,70,98,70,93,168,177.5,0.6485148514851485,-0.1666666666666666,0.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.25,1.0,7,Generalist
palafin-hero,water,,100,160,97,106,87,100,266,234.0,0.7533003300330033,0.2030075187969924,1.0,2.0,0.5,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,Generalist
pyroar-male,fire,normal,86,68,72,109,66,106,177,181.0,0.8217821782178217,-0.231638418079096,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0,1.0,1.0,1.0,1.0,10,Defensive Tank
pyroar-mega,fire,normal,86,88,92,129,86,126,217,221.0,0.9513201320132012,-0.1889400921658986,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0,1.0,1.0,1.0,1.0,10,Defensive Tank
shaymin-land,grass,,100,100,100,100,100,100,200,250.0,0.7533003300330033,0.0,1.0,0.5,2.0,0.5,1.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,0.5,0.5,3,Balanced All-Rounder
shaymin-sky,grass,flying,100,103,75,120,75,127,223,200.0,0.9537953795379538,-0.0762331838565022,1.0,0.5,2.0,1.0,0.5,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,3,Balanced All-Rounder
squawkabilly-blue-plumage,normal,flying,82,96,51,45,51,92,141,143.0,0.6402640264026402,0.3617021276595745,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.25,0.0,1.0,1.0,0.25,1.0,7,Generalist
tatsugiri-droopy,dragon,water,68,50,60,120,95,82,170,189.0,0.5165016501650165,-0.4117647058823529,1.0,2.0,0.5,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,10,Defensive Tank
thundurus-incarnate,electric,flying,79,115,70,125,80,111,240,189.5,0.8754125412541254,-0.0416666666666666,1.0,0.5,2.0,1.0,0.5,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,5,Speed Sweeper
thundurus-therian,electric,flying,79,105,70,145,80,101,250,189.5,0.7813531353135313,-0.16,1.0,0.5,2.0,1.0,0.5,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,5,Speed Sweeper
tornadus-incarnate,flying,,79,115,70,125,80,111,240,189.5,0.8754125412541254,-0.0416666666666666,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
tornadus-therian,flying,,79,100,80,110,90,121,210,209.5,0.9282178217821784,-0.0476190476190476,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
toxtricity-low-key,electric,poison,75,98,70,114,70,75,212,177.5,0.4298679867986799,-0.0754716981132075,1.0,0.5,2.0,1.0,1.0,2.0,1.0,0.5,0.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.0,2.0,5,Speed Sweeper
urshifu-single-strike,fighting,dark,100,130,100,63,60,97,193,210.0,0.7095709570957096,0.3471502590673575,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,2.0,0.0,1.0,1.0,1.0,0.25,1,Physical Attacker
urshifu-rapid-strike,fighting,water,100,130,100,63,60,97,193,210.0,0.7095709570957096,0.3471502590673575,2.0,2.0,0.5,0.5,1.0,4.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,0.0,1.0,2.0,4.0,0.5,8,Fast Attacker
urshifu-single-strike-gmax,fighting,dark,100,130,100,63,60,97,193,210.0,0.7095709570957096,0.3471502590673575,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,2.0,0.0,1.0,1.0,1.0,0.25,1,Physical Attacker
urshifu-rapid-strike-gmax,fighting,water,100,130,100,63,60,97,193,210.0,0.7095709570957096,0.3471502590673575,2.0,2.0,0.5,0.5,1.0,4.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,0.0,1.0,2.0,4.0,0.5,8,Fast Attacker
wishiwashi-school,water,,45,140,130,140,135,30,280,287.5,0.0404290429042904,0.0,1.0,2.0,0.5,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,Generalist
wormadam-plant,bug,grass,60,59,85,79,105,36,138,220.0,0.0841584158415841,-0.144927536231884,1.0,0.25,2.0,1.0,1.0,0.5,0.5,0.25,2.0,0.25,2.0,0.5,2.0,0.5,1.0,1.0,0.25,0.25,3,Balanced All-Rounder
wormadam-sandy,bug,ground,60,79,105,59,85,36,138,220.0,0.0841584158415841,0.144927536231884,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,1.0,0.0,2.0,1.0,2.0,0.5,1.0,2.0,0.5,0.5,10,Defensive Tank
wormadam-trash,bug,steel,60,69,95,69,95,36,138,220.0,0.0841584158415841,0.0,2.0,0.25,0.5,1.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,2.0,0.25,1.0,1,Physical Attacker
zygarde-50,dragon,ground,108,100,121,81,95,95,181,270.0,0.6757425742574258,0.1049723756906077,1.0,2.0,1.0,0.5,2.0,0.5,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,0.0,0,Fast Attacker
